Date,Open,High,Low,Close,Volume
2024-03-28,1579.03,1594.64,1568.17,1583.88,2151875.0
2024-03-29,1607.02,1613.23,1592.22,1601.26,1876391.0
2024-04-01,1625.58,1626.17,1614.62,1620.79,1930852.0
2024-04-02,1611.77,1623.17,1600.52,1612.8,2385820.0
2024-04-03,1597.91,1606.47,1596.36,1602.1,2010763.0
2024-04-04,1626.76,1640.86,1616.09,1623.2,2212278.0
2024-04-05,1620.24,1621.0,1603.61,1619.03,1921598.0
2024-04-08,1579.33,1590.41,1579.09,1588.53,1863139.0
2024-04-09,1561.58,1572.45,1559.52,1562.0,1437234.0
2024-04-10,1542.54,1544.67,1537.77,1540.93,1208900.0
2024-04-11,1547.29,1567.72,1547.17,1552.88,1895375.0
2024-04-12,1557.85,1566.38,1543.09,1556.67,2022599.0
2024-04-15,1564.1,1575.4,1552.25,1573.26,1485548.0
2024-04-16,1572.0,1584.44,1563.37,1563.65,1986210.0
2024-04-17,1575.66,1602.22,1558.16,1567.83,2021501.0
2024-04-18,1581.42,1588.59,1560.41,1583.02,1137597.0
2024-04-19,1578.44,1592.03,1560.65,1576.15,1633950.0
2024-04-22,1572.12,1589.74,1560.89,1587.42,2162906.0
2024-04-23,1564.86,1573.56,1563.42,1572.13,2154823.0
2024-04-24,1562.2,1568.1,1557.05,1564.04,1538530.0
2024-04-25,1548.88,1556.13,1542.35,1555.56,2063379.0
2024-04-26,1532.49,1533.5,1527.03,1528.12,2408963.0
2024-04-29,1552.04,1555.84,1524.77,1539.74,2310829.0
2024-04-30,1522.16,1542.19,1500.75,1529.36,1961886.0
2024-05-01,1524.98,1544.28,1516.35,1530.11,1812809.0
2024-05-02,1543.05,1549.1,1532.49,1541.6,1748262.0
2024-05-03,1562.39,1564.99,1548.14,1552.39,2187128.0
2024-05-06,1560.68,1573.96,1547.7,1568.35,2078042.0
2024-05-07,1568.06,1568.14,1553.25,1566.5,2251762.0
2024-05-08,1568.37,1575.85,1555.4,1557.02,2052750.0
2024-05-09,1545.35,1557.31,1538.59,1555.63,2327506.0
2024-05-10,1508.95,1522.69,1505.53,1516.72,2037837.0
2024-05-13,1481.74,1495.18,1477.72,1484.25,2313875.0
2024-05-14,1452.22,1469.04,1449.43,1455.25,2010763.0
2024-05-15,1438.58,1442.85,1431.87,1433.92,1678189.0
2024-05-16,1444.34,1452.78,1429.29,1442.95,1276742.0
2024-05-17,1413.67,1434.39,1404.62,1423.78,2617397.0
2024-05-20,1419.05,1428.68,1415.67,1416.13,2102663.0
2024-05-21,1440.82,1449.48,1431.03,1444.16,1314206.0
2024-05-22,1444.2,1449.38,1425.97,1436.87,1714472.0
2024-05-23,1449.55,1457.73,1437.19,1453.2,2308750.0
2024-05-24,1429.63,1442.72,1426.96,1433.28,1888129.0
2024-05-27,1432.39,1438.41,1417.65,1429.3,1795175.0
2024-05-28,1413.66,1425.16,1405.06,1409.36,2560353.0
2024-05-29,1405.13,1411.83,1400.97,1402.61,1581085.0
2024-05-30,1411.14,1431.83,1409.29,1420.71,1680739.0
2024-05-31,1387.31,1394.3,1381.14,1384.33,2084555.0
2024-06-03,1388.0,1406.2,1385.6,1393.77,2156182.0
2024-06-04,1400.47,1402.75,1397.04,1399.15,2198537.0
2024-06-05,1379.21,1396.69,1378.85,1387.1,2364495.0
2024-06-06,1359.86,1361.82,1356.79,1357.43,2079431.0
2024-06-07,1354.92,1360.14,1349.41,1359.31,2195754.0
2024-06-10,1342.0,1349.56,1337.72,1348.92,1896316.0
2024-06-11,1357.9,1367.14,1330.36,1354.03,2025079.0
2024-06-12,1371.165,1371.165,1340.44,1354.88,2043014.0
2024-06-13,1384.43,1390.77,1381.74,1387.84,2086039.0
2024-06-14,1391.31,1399.56,1376.97,1383.28,2309016.0
2024-06-17,1360.05,1366.14,1355.34,1362.46,2222058.0
2024-06-18,1366.7,1366.73,1366.15,1366.53,2017687.0
2024-06-19,1372.92,1379.1,1365.18,1371.45,1676350.0
2024-06-20,1396.35,1401.8,1386.5,1399.82,2027069.0
2024-06-21,1420.45,1422.02,1416.14,1417.77,1988793.0
2024-06-24,1422.75,1428.1,1413.08,1425.79,2077273.0
2024-06-25,1431.255,1473.0,1431.255,1457.51,2882610.0
2024-06-26,1439.76,1440.62,1418.3,1431.96,1790491.0
2024-06-27,1412.74,1420.72,1409.56,1418.65,2168916.0
2024-06-28,1406.65,1416.97,1376.89,1399.36,2427385.0
2024-07-01,1400.56,1408.08,1381.41,1391.59,2039201.0
2024-07-02,1377.18,1379.35,1356.48,1363.27,2935138.0
2024-07-03,1374.44,1382.34,1373.24,1376.67,1848784.0
2024-07-04,1361.86,1383.87,1361.72,1372.5,2129636.0
2024-07-05,1340.96,1343.96,1338.68,1342.63,1680478.0
2024-07-08,1321.06,1332.8,1312.47,1322.58,1859390.0
2024-07-09,1328.18,1329.69,1314.12,1329.19,2099574.0
2024-07-10,1340.31,1346.6,1332.48,1346.3,2338522.0
2024-07-11,1390.25,1390.99,1386.96,1387.03,2127638.0
2024-07-12,1451.11,1451.14,1446.3,1448.07,2503646.0
2024-07-15,1448.79,1472.54,1436.01,1457.51,2010763.0
2024-07-16,1440.33,1460.37,1431.97,1436.31,1867133.0
2024-07-17,1402.23,1419.07,1370.66,1390.81,3081594.0
2024-07-18,1397.77,1402.32,1391.37,1396.81,2157695.0
2024-07-19,1378.33,1380.31,1365.99,1380.19,1712207.0
2024-07-22,1371.23,1377.69,1370.79,1372.01,1722294.0
2024-07-23,1363.17,1367.04,1358.85,1359.82,1622928.0
2024-07-24,1347.96,1369.645,1338.5,1369.645,2374628.0
2024-07-25,1380.38,1388.82,1377.99,1379.47,1854249.0
2024-07-26,1380.97,1391.68,1375.22,1383.13,2050945.0
2024-07-29,1390.46,1392.0,1376.06,1380.26,1974597.0
2024-07-30,1358.28,1367.08,1347.91,1359.23,2292597.0
2024-07-31,1334.34,1336.52,1321.23,1325.49,1661302.0
2024-08-01,1310.41,1320.66,1307.38,1316.22,1569771.0
2024-08-02,1318.65,1324.17,1313.69,1315.56,2089719.0
2024-08-05,1352.56,1353.46,1338.14,1350.84,2240384.0
2024-08-06,1349.18,1353.89,1346.03,1353.88,2133013.0
2024-08-07,1375.22,1387.38,1359.74,1374.25,1676219.0
2024-08-08,1370.98,1391.14,1358.21,1364.37,2270994.0
2024-08-09,1338.79,1351.93,1337.76,1340.53,1702456.0
2024-08-12,1312.58,1330.93,1293.78,1321.52,1791385.0
2024-08-13,1307.45,1310.39,1298.82,1307.54,1622419.0
2024-08-14,1344.81,1351.74,1343.98,1349.68,2520463.0
2024-08-15,1331.63,1345.51,1317.26,1333.46,2253369.0
2024-08-16,1350.19,1358.61,1340.53,1350.63,2241997.0
2024-08-19,1323.65,1339.62,1318.12,1332.74,2498885.0
2024-08-20,1343.03,1371.69,1341.22,1351.76,2010763.0
2024-08-21,1362.6,1377.33,1359.96,1359.97,1316310.0
2024-08-22,1354.35,1360.54,1352.06,1357.19,1704649.0
2024-08-23,1342.84,1359.72,1337.21,1356.76,1753530.0
2024-08-26,1348.06,1357.36,1343.12,1343.84,1659672.0
2024-08-27,1354.71,1370.22,1340.26,1353.24,1568967.0
2024-08-28,1340.57,1345.35,1339.48,1344.41,1880139.0
2024-08-29,1313.14,1328.0,1309.6,1320.1,1513359.0
2024-08-30,1299.52,1300.18,1293.42,1295.19,2134017.0
2024-09-02,1300.74,1313.23,1286.34,1298.93,2010763.0
2024-09-03,1342.76,1348.9,1322.2,1330.09,2192411.0
2024-09-04,1335.92,1337.11,1330.76,1333.68,2203091.0
2024-09-05,1333.77,1336.7,1325.9,1331.7,2241203.0
2024-09-06,1336.92,1341.16,1334.67,1337.81,1850636.0
2024-09-09,1368.88,1379.73,1352.14,1364.42,2848457.0
2024-09-10,1372.75,1379.78,1360.9,1369.32,2093772.0
2024-09-11,1368.11,1374.68,1356.9,1361.29,1255006.0
2024-09-12,1381.4,1389.55,1371.22,1384.29,1599050.0
2024-09-13,1391.18,1393.7,1391.18,1393.61,1303799.0
2024-09-16,1423.4,1437.91,1417.93,1426.13,2006934.0
2024-09-17,1435.0,1437.72,1425.86,1430.48,2010763.0
2024-09-18,1413.05,1416.15,1402.54,1404.63,1812630.0
2024-09-19,1373.7,1381.29,1372.54,1376.23,2804370.0
2024-09-20,1408.32,1411.91,1400.95,1410.72,2219593.0
2024-09-23,1449.44,1462.76,1442.97,1447.62,2290439.0
2024-09-24,1442.74,1452.89,1429.12,1444.16,1627571.0
2024-09-25,1441.76,1443.98,1424.38,1436.29,1600342.0
2024-09-26,1454.98,1474.81,1450.34,1468.2,2014722.0
2024-09-27,1439.49,1461.02,1428.7,1444.26,2069203.0
2024-09-30,1420.85,1455.56,1417.36,1425.31,1257475.0
2024-10-01,1426.14,1450.1,1422.15,1439.5,1927877.0
2024-10-02,1425.89,1439.36,1405.57,1431.41,2005629.0
2024-10-03,1426.49,1444.48,1411.61,1431.73,1913940.0
2024-10-04,1427.5,1437.72,1425.75,1428.65,1674644.0
2024-10-07,1442.7,1454.15,1426.59,1436.31,1784186.0
2024-10-08,1465.63,1471.34,1461.29,1467.06,1929256.0
2024-10-09,1463.44,1473.2,1462.2,1469.5,2036320.0
2024-10-10,1483.79,1485.04,1463.09,1484.13,2241917.0
2024-10-11,1444.98,1450.62,1436.89,1438.94,2432342.0
2024-10-14,1432.7,1444.13,1416.34,1438.32,1882261.0
2024-10-15,1415.38,1426.63,1404.59,1420.56,1817538.0
2024-10-16,1398.13,1405.51,1392.84,1395.01,2175062.0
2024-10-17,1375.83,1395.91,1367.37,1377.05,2244338.0
2024-10-18,1374.11,1376.57,1369.22,1370.57,1826320.0
2024-10-21,1389.73,1397.2,1384.89,1389.81,2316157.0
2024-10-22,1366.4,1370.41,1343.97,1362.57,2391834.0
2024-10-23,1357.96,1365.13,1352.74,1363.61,2516675.0
2024-10-24,1354.05,1359.91,1353.13,1354.11,2711328.0
2024-10-25,1346.73,1369.31,1338.54,1347.86,1653434.0
2024-10-28,1361.88,1379.86,1360.85,1368.54,2005559.0
2024-10-29,1371.37,1394.99,1366.56,1380.0,2004511.0
2024-10-30,1411.96,1431.02,1403.63,1408.1,1960771.0
2024-10-31,1403.28,1415.33,1398.18,1399.5549999999998,1740295.0
2024-11-01,1385.32,1402.07,1374.19,1391.01,1405775.0
2024-11-04,1386.22,1387.12,1377.51,1386.75,2037072.0
2024-11-05,1398.5,1409.32,1380.54,1392.21,1692658.0
2024-11-06,1383.58,1399.76,1378.08,1396.32,2010763.0
2024-11-07,1365.8,1380.48,1350.04,1374.03,1682383.0
2024-11-08,1371.22,1383.74,1361.95,1376.3,1560137.0
2024-11-11,1389.5,1393.87,1380.62,1381.43,2093719.0
2024-11-12,1435.63,1441.91,1425.91,1434.01,2060369.0
2024-11-13,1479.34,1484.45,1470.13,1474.81,2231713.0
2024-11-14,1449.73,1469.955,1449.1,1456.38,2874346.0
2024-11-15,1444.04,1455.46,1443.71,1450.53,2110916.0
2024-11-18,1425.675,1426.36,1418.35,1419.13,2194033.0
2024-11-19,1407.31,1416.79,1406.72,1406.98,1568975.0
2024-11-20,1417.17,1427.23,1412.24,1414.06,1485237.0
2024-11-21,1438.98,1440.81,1426.53,1440.06,2633132.0
2024-11-22,1426.33,1429.13,1420.33,1424.75,1630608.0
2024-11-25,1412.09,1412.09,1387.6399999999999,1411.19,1582422.0
2024-11-26,1370.41,1370.63,1354.95,1366.16,1984360.0
2024-11-27,1367.64,1372.32,1361.69,1363.24,1963923.0
2024-11-28,1333.23,1346.9,1326.67,1341.92,1638997.0
2024-11-29,1319.7,1344.07,1318.82,1331.67,1878011.0
2024-12-02,1319.82,1329.93,1311.49,1314.55,2491750.0
2024-12-03,1319.33,1327.25,1301.45,1313.09,1677603.0
2024-12-04,1273.64,1291.78,1269.77,1278.86,1442531.0
2024-12-05,1241.8,1255.09,1232.02,1251.1,2377037.0
2024-12-06,1291.95,1300.05,1286.24,1291.44,2196919.0
2024-12-09,1271.6,1272.12,1261.0,1266.89,1751793.0
2024-12-10,1255.39,1258.49,1242.11,1246.42,1367133.0
2024-12-11,1283.79,1297.71,1278.73,1281.14,1702151.0
2024-12-12,1335.36,1338.73,1331.42,1337.35,1978118.0
2024-12-13,1309.56,1326.55,1302.54,1314.25,2466269.0
2024-12-16,1307.45,1315.03,1301.31,1307.39,1585367.0
2024-12-17,1312.9,1326.44,1308.03,1314.48,1966192.0
2024-12-18,1343.48,1355.41,1338.19,1348.96,2270058.0
2024-12-19,1340.29,1342.72,1324.88,1329.39,1047493.0
2024-12-20,1334.36,1340.17,1316.16,1324.9,2413514.0
2024-12-23,1346.84,1351.92,1335.69,1340.75,1527020.0
2024-12-24,1344.92,1356.17,1331.12,1349.89,2132798.0
2024-12-25,1347.27,1347.58,1324.41,1342.68,2098673.0
2024-12-26,1343.82,1357.84,1332.1,1340.39,2433835.0
2024-12-27,1315.47,1319.28,1312.59,1313.15,2220370.0
2024-12-30,1315.39,1323.28,1299.61,1308.85,1049084.0
2024-12-31,1307.33,1308.09,1297.93,1304.01,1686088.0
2025-01-01,1312.82,1319.09,1304.0,1308.94,2055282.0
2025-01-02,1301.74,1305.23,1290.2,1298.43,1922008.0
2025-01-03,1309.79,1310.18,1299.75,1308.01,2191044.0
2025-01-06,1318.79,1329.19,1317.65,1328.27,2315747.0
2025-01-07,1332.21,1338.89,1322.04,1331.76,2243381.0
2025-01-08,1336.21,1344.51,1329.46,1339.19,1914290.0
2025-01-09,1333.8,1345.89,1326.45,1340.66,1261465.0
2025-01-10,1350.09,1354.89,1318.46,1341.06,1817808.0
2025-01-13,1336.13,1348.45,1323.36,1326.95,2166547.0
2025-01-14,1340.9,1352.56,1333.07,1333.65,1563821.0
2025-01-15,1333.46,1336.46,1332.1,1332.1,2252510.0
2025-01-16,1381.75,1384.85,1360.26,1374.33,2363357.0
2025-01-17,1407.24,1412.51,1397.72,1407.18,2050747.0
2025-01-20,1416.89,1417.09,1413.22,1415.74,774488.0
2025-01-21,1393.84,1405.0,1382.58,1399.96,1488765.0
2025-01-22,1379.21,1392.61,1375.28,1377.02,2754476.0
2025-01-23,1402.38,1405.44,1392.6,1402.04,1781385.0
2025-01-24,1400.65,1409.83,1388.36,1407.98,1206343.0
2025-01-27,1418.26,1428.71,1411.37,1418.55,2494099.0
2025-01-28,1381.41,1399.85,1380.62,1381.85,2005342.0
2025-01-29,1411.57,1428.63,1381.0,1401.49,2441976.0
2025-01-30,1416.51,1423.28,1403.13,1411.46,2010763.0
2025-01-31,1388.44,1388.94,1382.65,1388.38,2183424.0
2025-02-03,1380.35,1382.42,1368.94,1378.97,2145204.0
2025-02-04,1385.09,1396.11,1375.63,1384.84,2278995.0
2025-02-05,1385.22,1386.54,1371.99,1386.35,2910972.0
2025-02-06,1374.71,1397.28,1372.22,1380.69,2388403.0
2025-02-07,1378.13,1385.78,1369.73,1378.96,1367864.0
2025-02-10,1370.06,1375.56,1356.43,1374.16,2178665.0
2025-02-11,1370.83,1381.35,1370.76,1377.72,2456592.0
2025-02-12,1411.42,1414.76,1406.23,1408.54,2481080.0
2025-02-13,1356.85,1374.19,1352.29,1354.73,1829358.0
2025-02-14,1340.68,1352.41,1325.78,1350.33,2465978.0
2025-02-17,1353.64,1361.18,1351.0,1354.31,2371097.0
2025-02-18,1366.15,1379.06,1358.05,1360.73,3029007.0
2025-02-19,1359.28,1364.67,1352.34,1353.54,1699999.0
2025-02-20,1323.69,1332.89,1313.83,1318.28,1797040.0
2025-02-21,1325.37,1333.05,1321.64,1325.16,1877552.0
2025-02-24,1355.3,1360.33,1354.98,1359.9,2010763.0
2025-02-25,1323.26,1345.64,1319.74,1329.02,1643992.0
2025-02-26,1348.49,1353.46,1344.18,1346.64,894930.0
2025-02-27,1342.44,1348.51,1337.11,1340.4,1826120.0
2025-02-28,1346.47,1348.5,1338.83,1339.57,2147743.0
2025-03-03,1324.62,1344.34,1303.62,1318.82,1802711.0
2025-03-04,1311.9,1320.45,1308.15,1312.6,2774152.0
2025-03-05,1331.93,1348.49,1331.92,1338.59,2005350.0
2025-03-06,1359.665,1373.2,1348.64,1350.69,2516412.0
2025-03-07,1387.4,1390.29,1378.2,1386.19,2104568.0
2025-03-10,1409.95,1421.08,1393.43,1411.09,2330563.0
2025-03-11,1417.52,1427.66,1400.73,1420.81,2111697.0
2025-03-12,1459.87,1465.79,1456.0,1458.4,2547514.0
2025-03-13,1465.48,1472.0,1465.42,1468.44,2022376.0
2025-03-14,1483.38,1492.16,1481.87,1487.12,2198448.0
2025-03-17,1482.79,1499.13,1476.84,1480.95,2146533.0
2025-03-18,1480.49,1484.68,1468.215,1482.87,1884686.0
2025-03-19,1469.24,1472.55,1459.59,1467.8,2161993.0
2025-03-20,1491.66,1504.95,1485.7,1490.03,2893754.0
2025-03-21,1457.47,1474.6,1455.19,1464.14,1891841.0
2025-03-24,1478.91,1488.53,1460.21,1481.76,2167786.0
2025-03-25,1486.47,1491.47,1471.15,1477.97,2503112.0
2025-03-26,1497.39,1504.58,1486.41,1504.38,2456101.0
2025-03-27,1508.89,1536.05,1503.06,1521.78,2004687.0
2025-03-28,1552.15,1565.94,1543.95,1563.79,1046645.0
2025-03-31,1581.59,1590.77,1575.01,1581.4,2206681.0
2025-04-01,1544.78,1547.49,1536.61,1544.59,1112210.0
2025-04-02,1542.77,1543.5,1528.34,1543.5,2587975.0
2025-04-03,1524.19,1525.33,1508.85,1516.83,2067790.0
2025-04-04,1489.39,1512.19,1487.37,1505.49,2399870.0
2025-04-07,1542.51,1559.89,1533.16,1540.07,1639156.0
2025-04-08,1564.97,1575.06,1554.72,1555.26,1378997.0
2025-04-09,1532.48,1547.52,1522.2,1539.42,2104302.0
2025-04-10,1514.17,1518.93,1510.4,1516.47,1986559.0
2025-04-11,1513.1,1521.43,1507.85,1517.67,1803384.0
2025-04-14,1485.1,1507.06,1484.32,1490.43,2033865.0
2025-04-15,1473.95,1480.03,1472.01,1475.88,2010763.0
2025-04-16,1491.7,1497.58,1480.92,1483.23,2333810.0
2025-04-17,1520.47,1545.2,1495.99,1509.38,2419799.0
2025-04-18,1521.56,1525.57,1513.34,1523.61,2337575.0
2025-04-21,1482.92,1490.02,1466.52,1471.7,2591785.0
2025-04-22,1479.07,1482.87,1478.77,1478.86,1923971.0
2025-04-23,1491.29,1495.22,1473.1,1480.91,1178095.0
2025-04-24,1489.99,1495.25,1476.6,1490.54,1924566.0
2025-04-25,1527.93,1537.39,1515.12,1527.13,2324694.0
2025-04-28,1482.49,1503.03,1462.22,1480.32,1612080.0
2025-04-29,1486.3,1489.22,1467.35,1467.64,1929454.0
2025-04-30,1486.13,1492.66,1471.15,1481.09,1723292.0
2025-05-01,1442.3,1454.35,1438.98,1446.4,2600812.0
2025-05-02,1484.58,1485.56,1472.98,1478.85,2299783.0
2025-05-05,1485.31,1489.72,1479.6,1487.47,2260616.0
2025-05-06,1503.85,1511.89,1501.76,1506.8,2248641.0
2025-05-07,1499.78,1511.41,1491.67,1494.35,1985100.0
2025-05-08,1513.23,1516.43,1506.94,1513.04,2079023.0
2025-05-09,1539.46,1557.13,1533.36,1537.74,2010763.0
2025-05-12,1543.66,1547.98,1537.17,1543.58,1125423.0
2025-05-13,1551.55,1555.05,1547.9,1549.47,2060032.0
2025-05-14,1558.86,1563.6,1546.47,1556.21,2010763.0
2025-05-15,1524.62,1540.31,1521.02,1536.53,2483706.0
2025-05-16,1537.68,1540.02,1520.73,1533.59,2628534.0
2025-05-19,1524.53,1544.145,1518.53,1530.54,2627999.0
2025-05-20,1530.92,1548.27,1520.95,1539.8,1600791.0
2025-05-21,1562.99,1579.61,1549.74,1563.36,1859094.0
2025-05-22,1539.52,1547.48,1529.55,1539.0,2192134.0
2025-05-23,1532.32,1540.08,1529.65,1536.58,3012762.0
2025-05-26,1576.41,1579.97,1545.355,1545.355,2592040.0
2025-05-27,1545.79,1564.64,1543.85,1554.13,2447759.0
2025-05-28,1532.93,1547.67,1526.69,1535.43,1844885.0
2025-05-29,1536.94,1552.06,1533.53,1540.55,1646720.0
2025-05-30,1560.23,1569.51,1558.03,1560.52,2315563.0
2025-06-02,1563.0,1577.21,1553.09,1561.26,1559735.0
2025-06-03,1586.43,1600.77,1580.46,1592.85,1904625.0
2025-06-04,1618.47,1622.41,1607.83,1613.8,1954089.0
2025-06-05,1635.07,1650.82,1622.95,1634.66,2637165.0
2025-06-06,1636.26,1648.98,1625.81,1648.74,1858121.0
2025-06-09,1693.43,1710.53,1674.85,1706.8,1024300.0
2025-06-10,1701.97,1707.74,1694.52,1702.06,2201778.0
2025-06-11,1649.96,1653.17,1632.05,1651.42,1720391.0
2025-06-12,1690.95,1694.61,1676.49,1691.65,2017052.0
2025-06-13,1680.36,1695.4,1663.96,1680.55,2010763.0
2025-06-16,1685.29,1697.69,1676.45,1683.77,1890518.0
2025-06-17,1723.86,1753.51,1702.7,1717.35,2316136.0
2025-06-18,1669.14,1679.78,1664.56,1676.59,1386854.0
2025-06-19,1637.9,1647.24,1636.9,1645.61,1793194.0
2025-06-20,1599.56,1623.47,1580.29,1606.58,2273615.0
2025-06-23,1589.76,1590.66,1585.39,1587.93,1754366.0
2025-06-24,1606.84,1618.88,1588.67,1598.87,1356477.0
2025-06-25,1609.14,1622.43,1607.22,1611.93,2267422.0
2025-06-26,1602.89,1622.36,1587.87,1619.09,2449238.0
2025-06-27,1574.46,1593.98,1569.33,1585.26,1982002.0
2025-06-30,1525.71,1536.98,1516.33,1530.81,1215662.0
2025-07-01,1529.1,1546.1,1521.91,1532.52,2282388.0
2025-07-02,1519.64,1527.09,1509.28,1522.13,1336045.0
2025-07-03,1533.31,1537.56,1513.24,1533.08,2123520.0
2025-07-04,1547.74,1567.08,1545.27,1549.68,1645014.0
2025-07-07,1559.88,1577.31,1547.94,1553.36,1536064.0
2025-07-08,1567.28,1577.22,1552.7,1571.53,1823236.0
2025-07-09,1571.97,1579.14,1567.69,1577.41,1926681.0
2025-07-10,1593.47,1598.97,1586.13,1590.42,1742317.0
2025-07-11,1564.42,1587.4,1554.32,1574.09,2235481.0
2025-07-14,1572.77,1583.93,1565.1,1570.32,1821572.0
2025-07-15,1576.07,1579.14,1565.3,1575.43,2392076.0
2025-07-16,1594.35,1597.24,1588.58,1595.29,2112469.0
2025-07-17,1596.42,1601.13,1585.11,1586.35,1720977.0
2025-07-18,1595.24,1604.79,1589.32,1599.22,1653624.0
2025-07-21,1606.46,1613.15,1582.23,1593.33,1341001.0
2025-07-22,1589.56,1602.3,1589.25,1602.3,2116293.0
2025-07-23,1576.79,1617.57,1576.79,1611.27,1858165.0
2025-07-24,1564.02,1564.1,1559.17,1563.58,1051122.0
2025-07-25,1527.04,1538.37,1523.05,1533.64,1785714.0
2025-07-28,1495.5,1503.78,1483.2849999999999,1500.01,1639586.0
2025-07-29,1450.25,1469.65,1443.52,1447.95,2010763.0
2025-07-30,1436.84,1450.36,1428.91,1433.65,1318889.0
2025-07-31,1446.59,1461.17,1421.27,1450.2,1423460.0
2025-08-01,1450.14,1462.04,1434.12,1444.44,2443988.0
2025-08-04,1455.87,1463.31,1422.66,1449.16,2542705.0
2025-08-05,1481.73,1501.55,1467.82,1473.27,1702007.0
2025-08-06,1506.23,1515.23,1493.8,1503.05,1747166.0
2025-08-07,1510.13,1518.93,1499.08,1501.94,2246494.0
2025-08-08,1521.36,1533.15,1507.97,1532.89,1069160.0
2025-08-11,1533.51,1537.47,1523.45,1535.47,1255523.0
2025-08-12,1511.38,1518.55,1502.07,1516.64,1887707.0
